I2_C1_T9;0.00;2.00;9.00;1.00;2.25;152932.00;140461.00;129264.00;118824.00;109261.00;100426.00;92357.00;84906.00;78071.00;71781.00;65999.00;60670.00;55764.00;51227.00;47081.00;43264.00;39763.00;36535.00;33569.00;30840.00;28327.00;26010.00;23881.00;21920.00;20111.00;18446.00;16912.00;15498.00;14187.00;12966.00;11843.00;10817.00;9858.00;8988.00;8190.00;7438.00;-86.32;-86.25;-86.19;-86.07;-85.96;-85.84;-85.71;-85.57;-85.39;-85.20;-85.00;-84.79;-84.58;-84.29;-83.97;-83.63;-83.27;-82.87;-82.43;-81.95;-81.43;-80.86;-80.23;-79.55;-78.80;-77.98;-77.09;-76.12;-75.07;-73.91;-72.55;-71.10;-69.43;-67.62;-65.72;-63.93
I2_C2_T11;0.00;2.00;11.00;1.00;2.75;148575.00;136711.00;125671.00;115588.00;106287.00;97725.00;89862.00;82627.00;75953.00;69848.00;64211.00;59034.00;54255.00;49839.00;45800.00;42096.00;38685.00;35548.00;32658.00;30003.00;27555.00;25304.00;23230.00;21322.00;19562.00;17941.00;16448.00;15072.00;13796.00;12607.00;11513.00;10514.00;9580.00;8733.00;7956.00;7225.00;-86.34;-86.27;-86.20;-86.08;-85.96;-85.85;-85.72;-85.57;-85.40;-85.22;-85.02;-84.81;-84.59;-84.33;-84.00;-83.65;-83.29;-82.89;-82.45;-81.98;-81.46;-80.89;-80.27;-79.59;-78.85;-78.03;-77.14;-76.18;-75.14;-73.97;-72.62;-71.18;-69.53;-67.71;-65.80;-64.01
I2_C2_T5;0.00;2.00;5.00;1.00;1.25;165007.00;151714.00;139517.00;128308.00;118004.00;108533.00;99803.00;91779.00;84418.00;77622.00;71370.00;65640.00;60336.00;55412.00;50940.00;46822.00;43035.00;39551.00;36345.00;33391.00;30680.00;28173.00;25869.00;23748.00;21793.00;19992.00;18332.00;16802.00;15384.00;14060.00;12842.00;11735.00;10692.00;9756.00;8898.00;8084.00;-86.09;-86.04;-85.96;-85.86;-85.77;-85.65;-85.53;-85.39;-85.22;-85.04;-84.84;-84.64;-84.43;-84.16;-83.84;-83.50;-83.14;-82.75;-82.32;-81.84;-81.33;-80.76;-80.14;-79.47;-78.73;-77.92;-77.04;-76.07;-75.05;-73.89;-72.54;-71.09;-69.44;-67.62;-65.74;-64.00
I2_C2_T7;0.00;2.00;7.00;1.00;1.75;159978.00;147116.00;135439.00;124490.00;114459.00;105267.00;96768.00;88986.00;81826.00;75241.00;69177.00;63590.00;58453.00;53689.00;49356.00;45361.00;41684.00;38312.00;35200.00;32337.00;29700.00;27278.00;25044.00;22989.00;21095.00;19350.00;17741.00;16259.00;14886.00;13602.00;12425.00;11350.00;10344.00;9435.00;8600.00;7812.00;-86.26;-86.17;-86.09;-85.99;-85.88;-85.78;-85.66;-85.50;-85.32;-85.15;-84.96;-84.76;-84.54;-84.26;-83.94;-83.59;-83.24;-82.84;-82.41;-81.93;-81.41;-80.84;-80.22;-79.54;-78.80;-77.99;-77.11;-76.14;-75.11;-73.95;-72.59;-71.15;-69.50;-67.69;-65.80;-64.04
I2_C3_T1;0.00;2.00;1.00;1.00;0.25;200667.00;184480.00;169699.00;156120.00;143553.00;132026.00;121436.00;111676.00;102684.00;94414.00;86815.00;79829.00;73378.00;67379.00;61944.00;56938.00;52336.00;48091.00;44193.00;40603.00;37294.00;34261.00;31459.00;28884.00;26507.00;24321.00;22307.00;20451.00;18729.00;17119.00;15642.00;14302.00;13044.00;11912.00;10878.00;9905.00;-86.09;-86.02;-85.97;-85.85;-85.77;-85.65;-85.54;-85.38;-85.25;-85.08;-84.89;-84.70;-84.49;-84.22;-83.90;-83.56;-83.20;-82.82;-82.39;-81.93;-81.42;-80.86;-80.24;-79.57;-78.84;-78.03;-77.16;-76.20;-75.19;-74.05;-72.69;-71.25;-69.61;-67.80;-65.95;-64.35
I2_C3_T3;0.00;2.00;3.00;1.00;0.75;174863.00;160834.00;147978.00;136013.00;125123.00;115075.00;105828.00;97308.00;89497.00;82292.00;75670.00;69590.00;63955.00;58753.00;54003.00;49648.00;45623.00;41932.00;38535.00;35404.00;32525.00;29869.00;27427.00;25179.00;23108.00;21198.00;19439.00;17818.00;16317.00;14913.00;13622.00;12451.00;11346.00;10357.00;9448.00;8591.00;-86.06;-86.01;-85.97;-85.86;-85.77;-85.66;-85.53;-85.38;-85.23;-85.06;-84.86;-84.66;-84.42;-84.17;-83.85;-83.52;-83.16;-82.77;-82.34;-81.87;-81.37;-80.79;-80.17;-79.50;-78.77;-77.96;-77.07;-76.12;-75.09;-73.94;-72.59;-71.15;-69.51;-67.69;-65.82;-64.10
I2_C3_T9;0.00;2.00;9.00;1.00;2.25;147963.00;136066.00;125137.00;115045.00;105816.00;97292.00;89445.00;82246.00;75611.00;69525.00;63917.00;58764.00;54006.00;49612.00;45597.00;41904.00;38506.00;35387.00;32510.00;29863.00;27427.00;25188.00;23124.00;21223.00;19472.00;17857.00;16369.00;14999.00;13729.00;12546.00;11457.00;10463.00;9530.00;8688.00;7913.00;7184.00;-86.34;-86.26;-86.19;-86.09;-85.99;-85.86;-85.72;-85.59;-85.41;-85.22;-85.03;-84.81;-84.59;-84.31;-84.00;-83.66;-83.30;-82.90;-82.47;-81.99;-81.47;-80.90;-80.28;-79.61;-78.86;-78.05;-77.17;-76.20;-75.15;-73.99;-72.64;-71.20;-69.56;-67.75;-65.85;-64.04
I2_C4_T11;0.00;2.00;11.00;1.00;2.75;141512.00;130208.00;119767.00;110199.00;101379.00;93250.00;85774.00;78892.00;72568.00;66753.00;61388.00;56461.00;51907.00;47696.00;43853.00;40317.00;37063.00;34063.00;31307.00;28767.00;26425.00;24275.00;22290.00;20463.00;18779.00;17226.00;15794.00;14474.00;13250.00;12109.00;11059.00;10099.00;9197.00;8384.00;7634.00;6930.00;-85.77;-85.72;-85.64;-85.56;-85.47;-85.35;-85.23;-85.10;-84.95;-84.77;-84.57;-84.38;-84.16;-83.89;-83.59;-83.26;-82.90;-82.51;-82.08;-81.61;-81.11;-80.54;-79.93;-79.25;-78.51;-77.71;-76.82;-75.86;-74.82;-73.66;-72.32;-70.87;-69.24;-67.42;-65.52;-63.70
I2_C4_T5;0.00;2.00;5.00;1.00;1.25;159674.00;146857.00;135159.00;124276.00;114280.00;105113.00;96673.00;88898.00;81749.00;75181.00;69137.00;63571.00;58436.00;53687.00;49352.00;45361.00;41690.00;38317.00;35210.00;32349.00;29714.00;27292.00;25058.00;23003.00;21107.00;19360.00;17751.00;16268.00;14891.00;13607.00;12426.00;11350.00;10340.00;9429.00;8595.00;7806.00;-86.03;-85.96;-85.88;-85.80;-85.69;-85.58;-85.47;-85.32;-85.17;-84.98;-84.80;-84.60;-84.39;-84.11;-83.80;-83.47;-83.11;-82.72;-82.28;-81.81;-81.31;-80.74;-80.12;-79.45;-78.71;-77.90;-77.02;-76.06;-75.03;-73.88;-72.52;-71.08;-69.43;-67.62;-65.73;-63.99
I2_C4_T7;0.00;2.00;7.00;1.00;1.75;151410.00;139266.00;128138.00;117860.00;108428.00;99713.00;91721.00;84366.00;77583.00;71359.00;65629.00;60353.00;55481.00;50981.00;46865.00;43083.00;39598.00;36398.00;33450.00;30733.00;28242.00;25933.00;23814.00;21861.00;20062.00;18402.00;16873.00;15463.00;14156.00;12935.00;11813.00;10789.00;9827.00;8961.00;8164.00;7414.00;-85.84;-85.78;-85.73;-85.65;-85.54;-85.44;-85.31;-85.19;-85.03;-84.86;-84.66;-84.46;-84.25;-83.98;-83.67;-83.34;-82.98;-82.59;-82.17;-81.70;-81.17;-80.63;-80.01;-79.33;-78.60;-77.79;-76.91;-75.95;-74.92;-73.77;-72.41;-70.97;-69.32;-67.51;-65.62;-63.84
I3_C0_T10;1.00;3.00;10.00;1.50;2.50;142645.00;131248.00;120732.00;111043.00;102104.00;93879.00;86316.00;79364.00;72980.00;67113.00;61715.00;56734.00;52143.00;47890.00;44004.00;40460.00;37180.00;34154.00;31376.00;28821.00;26467.00;24299.00;22296.00;20461.00;18763.00;17200.00;15760.00;14431.00;13195.00;12042.00;10978.00;10006.00;9107.00;8275.00;7502.00;6782.00;-85.97;-85.88;-85.83;-85.73;-85.59;-85.49;-85.34;-85.18;-85.01;-84.83;-84.61;-84.37;-84.14;-83.85;-83.49;-83.13;-82.78;-82.31;-81.83;-81.31;-80.75;-80.13;-79.44;-78.69;-77.88;-76.98;-76.00;-74.94;-73.79;-72.51;-71.01;-69.35;-67.53;-65.53;-63.31;-60.87
I3_C0_T4;1.00;3.00;4.00;1.50;1.00;158721.00;145978.00;134206.00;123402.00;113505.00;104396.00;95960.00;88292.00;81163.00;74620.00;68606.00;63064.00;57954.00;53264.00;48958.00;44984.00;41324.00;37975.00;34892.00;32044.00;29425.00;27018.00;24801.00;22754.00;20871.00;19133.00;17532.00;16054.00;14683.00;13400.00;12217.00;11137.00;10141.00;9216.00;8358.00;7559.00;-86.00;-85.92;-85.82;-85.73;-85.61;-85.51;-85.36;-85.20;-85.03;-84.82;-84.61;-84.38;-84.14;-83.86;-83.52;-83.13;-82.75;-82.31;-81.84;-81.32;-80.76;-80.13;-79.44;-78.69;-77.88;-76.99;-76.01;-74.95;-73.81;-72.53;-71.02;-69.35;-67.54;-65.55;-63.34;-60.89
I3_C1_T1;0.00;3.00;1.00;1.50;0.25;203625.00;187208.00;172081.00;158220.00;145432.00;133756.00;122916.00;112999.00;103902.00;95488.00;87777.00;80709.00;74165.00;68102.00;62576.00;57505.00;52845.00;48553.00;44609.00;40979.00;37621.00;34560.00;31728.00;29122.00;26722.00;24509.00;22473.00;20596.00;18853.00;17222.00;15728.00;14374.00;13098.00;11957.00;10916.00;9927.00;-86.61;-86.54;-86.44;-86.34;-86.23;-86.10;-85.96;-85.82;-85.64;-85.45;-85.27;-85.04;-84.83;-84.54;-84.22;-83.88;-83.51;-83.11;-82.68;-82.21;-81.72;-81.14;-80.52;-79.85;-79.11;-78.31;-77.44;-76.50;-75.49;-74.36;-73.00;-71.57;-69.91;-68.12;-66.28;-64.68
I3_C1_T7;0.00;3.00;7.00;1.50;1.75;168010.00;154543.00;142028.00;130520.00;120021.00;110326.00;101410.00;93210.00;85677.00;78748.00;72376.00;66521.00;61125.00;56133.00;51576.00;47389.00;43539.00;39999.00;36742.00;33745.00;30991.00;28449.00;26112.00;23962.00;21981.00;20157.00;18474.00;16927.00;15489.00;14147.00;12916.00;11795.00;10742.00;9794.00;8925.00;8102.00;-86.86;-86.75;-86.65;-86.54;-86.43;-86.29;-86.13;-85.96;-85.80;-85.60;-85.39;-85.17;-84.96;-84.65;-84.33;-83.98;-83.61;-83.21;-82.78;-82.29;-81.78;-81.20;-80.57;-79.89;-79.15;-78.34;-77.46;-76.50;-75.47;-74.32;-72.96;-71.52;-69.87;-68.08;-66.20;-64.48
I3_C1_T9;0.00;3.00;9.00;1.50;2.25;167194.00;153726.00;141303.00;129867.00;119368.00;109710.00;100818.00;92672.00;85164.00;78273.00;71950.00;66123.00;60752.00;55782.00;51253.00;47086.00;43259.00;39740.00;36501.00;33521.00;30778.00;28259.00;25935.00;23799.00;21831.00;20016.00;18346.00;16808.00;15380.00;14047.00;12823.00;11709.00;10661.00;9721.00;8857.00;8041.00;-86.97;-86.84;-86.75;-86.65;-86.49;-86.37;-86.24;-86.06;-85.88;-85.68;-85.47;-85.25;-85.02;-84.74;-84.40;-84.06;-83.68;-83.28;-82.84;-82.36;-81.84;-81.26;-80.63;-79.95;-79.21;-78.40;-77.51;-76.55;-75.52;-74.37;-73.01;-71.57;-69.93;-68.12;-66.24;-64.52
I3_C2_T11;0.00;3.00;11.00;1.50;2.75;164269.00;151047.00;138904.00;127722.00;117429.00;107973.00;99268.00;91261.00;83921.00;77156.00;70923.00;65207.00;59939.00;55046.00;50598.00;46500.00;42735.00;39264.00;36074.00;33136.00;30432.00;27948.00;25657.00;23548.00;21605.00;19815.00;18164.00;16644.00;15233.00;13918.00;12708.00;11606.00;10572.00;9638.00;8781.00;7976.00;-86.42;-86.30;-86.22;-86.13;-86.02;-85.90;-85.76;-85.62;-85.45;-85.26;-85.06;-84.85;-84.62;-84.34;-84.02;-83.68;-83.31;-82.92;-82.49;-82.01;-81.49;-80.92;-80.30;-79.62;-78.87;-78.06;-77.18;-76.21;-75.18;-74.02;-72.66;-71.22;-69.58;-67.77;-65.88;-64.14
I3_C2_T3;0.00;3.00;3.00;1.50;0.75;195872.00;180151.00;165706.00;152360.00;140038.00;128761.00;118370.00;108788.00;100014.00;91939.00;84528.00;77694.00;71401.00;65548.00;60254.00;55369.00;50872.00;46746.00;42943.00;39444.00;36222.00;33263.00;30541.00;28031.00;25719.00;23590.00;21626.00;19820.00;18143.00;16574.00;15134.00;13827.00;12594.00;11499.00;10491.00;9538.00;-86.57;-86.52;-86.42;-86.30;-86.20;-86.07;-85.93;-85.77;-85.62;-85.43;-85.23;-85.02;-84.80;-84.52;-84.19;-83.84;-83.47;-83.07;-82.64;-82.16;-81.63;-81.07;-80.45;-79.77;-79.03;-78.22;-77.34;-76.38;-75.37;-74.22;-72.86;-71.42;-69.77;-67.95;-66.09;-64.47
I3_C2_T5;0.00;3.00;5.00;1.50;1.25;183358.00;168572.00;154993.00;142564.00;131061.00;120544.00;110817.00;101883.00;93675.00;86107.00;79190.00;72806.00;66900.00;61443.00;56463.00;51890.00;47690.00;43826.00;40263.00;36990.00;33973.00;31200.00;28644.00;26292.00;24124.00;22128.00;20289.00;18595.00;17020.00;15550.00;14200.00;12972.00;11816.00;10783.00;9833.00;8940.00;-86.48;-86.39;-86.31;-86.19;-86.07;-85.96;-85.82;-85.68;-85.49;-85.30;-85.10;-84.89;-84.67;-84.38;-84.07;-83.72;-83.34;-82.94;-82.51;-82.04;-81.52;-80.95;-80.32;-79.64;-78.90;-78.09;-77.21;-76.25;-75.23;-74.09;-72.72;-71.28;-69.61;-67.82;-65.95;-64.29
I3_C3_T5;0.00;3.00;5.00;1.50;1.25;183991.00;169221.00;155548.00;143039.00;131477.00;120884.00;111157.00;102192.00;93960.00;86390.00;79419.00;73012.00;67083.00;61604.00;56619.00;52042.00;47823.00;43948.00;40383.00;37095.00;34081.00;31290.00;28730.00;26373.00;24201.00;22199.00;20356.00;18658.00;17082.00;15609.00;14258.00;13032.00;11873.00;10841.00;9891.00;8995.00;-86.48;-86.41;-86.32;-86.22;-86.10;-85.99;-85.83;-85.70;-85.51;-85.33;-85.12;-84.91;-84.68;-84.40;-84.08;-83.73;-83.36;-82.97;-82.52;-82.05;-81.53;-80.95;-80.33;-79.65;-78.91;-78.10;-77.21;-76.26;-75.23;-74.08;-72.70;-71.26;-69.60;-67.80;-65.93;-64.24
I3_C3_T9;0.00;3.00;9.00;1.50;2.25;168181.00;154685.00;142208.00;130733.00;120215.00;110529.00;101639.00;93442.00;85924.00;78984.00;72624.00;66773.00;61356.00;56360.00;51796.00;47603.00;43749.00;40201.00;36937.00;33930.00;31168.00;28621.00;26277.00;24119.00;22131.00;20300.00;18612.00;17057.00;15614.00;14266.00;13032.00;11905.00;10846.00;9896.00;9023.00;8199.00;-86.43;-86.37;-86.28;-86.18;-86.06;-85.93;-85.81;-85.64;-85.47;-85.29;-85.09;-84.86;-84.65;-84.36;-84.04;-83.70;-83.33;-82.93;-82.49;-82.01;-81.49;-80.92;-80.29;-79.61;-78.87;-78.06;-77.17;-76.21;-75.17;-74.02;-72.65;-71.21;-69.56;-67.74;-65.86;-64.13
I3_C4_T1;0.00;3.00;1.00;1.50;0.25;187999.00;172845.00;158948.00;146147.00;134383.00;123572.00;113608.00;104432.00;96061.00;88277.00;81152.00;74607.00;68478.00;62957.00;57852.00;53159.00;48851.00;44885.00;41238.00;37881.00;34806.00;31949.00;29336.00;26927.00;24711.00;22666.00;20784.00;19055.00;17443.00;15933.00;14552.00;13306.00;12133.00;11077.00;10122.00;9210.00;-86.42;-86.36;-86.29;-86.18;-86.08;-85.95;-85.83;-85.68;-85.53;-85.36;-85.15;-84.95;-84.78;-84.49;-84.17;-83.83;-83.47;-83.07;-82.64;-82.18;-81.68;-81.10;-80.48;-79.81;-79.08;-78.28;-77.41;-76.46;-75.46;-74.33;-72.95;-71.52;-69.83;-68.04;-66.24;-64.60
I3_C4_T3;0.00;3.00;3.00;1.50;0.75;174040.00;160035.00;147157.00;135301.00;124406.00;114394.00;105175.00;96650.00;88930.00;81690.00;75122.00;69063.00;63470.00;58308.00;53554.00;49223.00;45228.00;41564.00;38182.00;35081.00;32211.00;29590.00;27164.00;24936.00;22883.00;20991.00;19247.00;17643.00;16150.00;14752.00;13475.00;12312.00;11221.00;10248.00;9358.00;8506.00;-86.43;-86.36;-86.26;-86.20;-86.08;-85.94;-85.82;-85.69;-85.48;-85.35;-85.15;-84.95;-84.73;-84.43;-84.13;-83.78;-83.42;-83.01;-82.58;-82.10;-81.52;-81.02;-80.39;-79.72;-78.99;-78.19;-77.31;-76.36;-75.35;-74.21;-72.82;-71.39;-69.73;-67.90;-66.04;-64.38
I3_C4_T7;0.00;3.00;7.00;1.50;1.75;151682.00;139450.00;128230.00;117895.00;108371.00;99667.00;91609.00;84218.00;77424.00;71195.00;65430.00;60150.00;55269.00;50741.00;46638.00;42859.00;39380.00;36186.00;33240.00;30533.00;28016.00;25749.00;23638.00;21695.00;19902.00;18253.00;16733.00;15334.00;14033.00;12817.00;11705.00;10689.00;9739.00;8883.00;8099.00;7360.00;-86.53;-86.45;-86.35;-86.27;-86.16;-86.05;-85.89;-85.71;-85.57;-85.39;-85.19;-84.97;-84.78;-84.45;-84.16;-83.81;-83.45;-83.05;-82.61;-82.14;-81.68;-81.05;-80.43;-79.74;-79.01;-78.19;-77.31;-76.36;-75.33;-74.17;-72.80;-71.36;-69.72;-67.90;-65.99;-64.30
I4_C0_T10;1.00;4.00;10.00;2.00;2.50;160626.00;147502.00;135850.00;125048.00;114883.00;105652.00;97170.00;89373.00;82155.00;75593.00;69487.00;63927.00;58707.00;53979.00;49540.00;45551.00;41849.00;38465.00;35336.00;32461.00;29808.00;27369.00;25123.00;23055.00;21148.00;19393.00;17776.00;16279.00;14893.00;13595.00;12398.00;11309.00;10304.00;9372.00;8508.00;7699.00;-85.82;-85.78;-85.76;-85.67;-85.60;-85.46;-85.30;-85.16;-84.98;-84.78;-84.60;-84.36;-84.16;-83.88;-83.48;-83.14;-82.75;-82.33;-81.86;-81.35;-80.79;-80.17;-79.50;-78.74;-77.93;-77.05;-76.09;-75.03;-73.90;-72.64;-71.14;-69.46;-67.67;-65.69;-63.49;-61.05
I4_C0_T6;1.00;4.00;6.00;2.00;1.50;187798.00;172803.00;159313.00;146332.00;134484.00;123840.00;113859.00;104768.00;96195.00;88528.00;81406.00;74861.00;68760.00;63230.00;58028.00;53365.00;49051.00;45072.00;41422.00;38049.00;34959.00;32095.00;29459.00;27042.00;24811.00;22755.00;20861.00;19112.00;17492.00;15962.00;14558.00;13284.00;12111.00;11023.00;10015.00;9074.00;-85.77;-85.81;-85.76;-85.62;-85.47;-85.39;-85.25;-85.10;-84.93;-84.74;-84.55;-84.36;-84.10;-83.80;-83.46;-83.11;-82.75;-82.29;-81.82;-81.31;-80.73;-80.13;-79.45;-78.70;-77.90;-77.01;-76.06;-75.02;-73.90;-72.63;-71.12;-69.45;-67.63;-65.66;-63.46;-61.02
